window,h,true,lstm,last_sinr
170,1,8.020643,7.217823,8.488416
170,2,7.6218038,7.2440877,8.488416
170,3,8.929766,7.236105,8.488416
171,1,7.6218038,7.2440476,8.020643
171,2,8.929766,7.1962843,8.020643
171,3,6.998635,7.2194767,8.020643
172,1,8.929766,7.278101,7.6218038
172,2,6.998635,7.220326,7.6218038
172,3,7.9232116,7.240391,7.6218038
173,1,6.998635,7.257944,8.929766
173,2,7.9232116,7.3060484,8.929766
173,3,8.856124,7.2788215,8.929766
174,1,7.9232116,7.320194,6.998635
174,2,8.856124,7.2263527,6.998635
174,3,7.2139645,7.2379313,6.998635
175,1,8.856124,7.2480593,7.9232116
175,2,7.2139645,7.214643,7.9232116
175,3,8.9299135,7.2211723,7.9232116
176,1,7.2139645,7.25369,8.856124
176,2,8.9299135,7.294961,8.856124
176,3,7.016377,7.269702,8.856124
177,1,8.9299135,7.318204,7.2139645
177,2,7.016377,7.227015,7.2139645
177,3,9.693118,7.2443047,7.2139645
178,1,7.016377,7.2464547,8.9299135
178,2,9.693118,7.29409,8.9299135
178,3,3.276025,7.276786,8.9299135
179,1,9.693118,7.316891,7.016377
179,2,3.276025,7.2215314,7.016377
179,3,7.306158,7.236428,7.016377
180,1,3.276025,7.0958085,9.693118
180,2,7.306158,7.288127,9.693118
180,3,7.0662446,7.2310286,9.693118
181,1,7.306158,7.442017,3.276025
181,2,7.0662446,7.2314906,3.276025
181,3,8.442441,7.1646686,3.276025
182,1,7.0662446,7.392021,7.306158
182,2,8.442441,7.2885847,7.306158
182,3,9.683956,7.395437,7.306158
183,1,8.442441,7.301331,7.0662446
183,2,9.683956,7.2322016,7.0662446
183,3,8.863918,7.3005404,7.0662446
184,1,9.683956,7.1813602,8.442441
184,2,8.863918,7.217919,8.442441
184,3,5.986304,7.196459,8.442441
185,1,8.863918,7.3487887,9.683956
185,2,5.986304,7.4611144,9.683956
185,3,6.3694043,7.437193,9.683956
186,1,5.986304,7.357855,8.863918
186,2,6.3694043,7.3165045,8.863918
186,3,1.877527,7.3308353,8.863918
187,1,6.3694043,7.2257566,5.986304
187,2,1.877527,7.106817,5.986304
187,3,8.915708,7.1066294,5.986304
188,1,1.877527,7.2918386,6.3694043
188,2,8.915708,7.215313,6.3694043
188,3,7.516639,7.24645,6.3694043
189,1,8.915708,7.468376,1.877527
189,2,7.516639,7.410081,1.877527
189,3,5.433894,7.211165,1.877527
190,1,7.516639,7.3185034,8.915708
190,2,5.433894,7.2870097,8.915708
190,3,7.3266816,7.227141,8.915708
191,1,5.433894,7.186773,7.516639
191,2,7.3266816,7.0880713,7.516639
191,3,7.4506645,7.154934,7.516639
192,1,7.3266816,7.2334294,5.433894
192,2,7.4506645,7.087934,5.433894
192,3,8.210461,7.166178,5.433894
193,1,7.4506645,7.2988253,7.3266816
193,2,8.210461,7.254053,7.3266816
193,3,6.228024,7.304577,7.3266816
194,1,8.210461,7.280628,7.4506645
194,2,6.228024,7.254521,7.4506645
194,3,-1.0106629,7.2705073,7.4506645
195,1,6.228024,7.2237577,8.210461
195,2,-1.0106629,7.245853,8.210461
195,3,9.4266205,7.2079,8.210461
196,1,-1.0106629,7.3074794,6.228024
196,2,9.4266205,7.2180953,6.228024
196,3,7.3114514,7.234125,6.228024
197,1,9.4266205,7.913385,-1.0106629
197,2,7.3114514,7.682,-1.0106629
197,3,2.422755,7.107991,-1.0106629
198,1,7.3114514,7.5111947,9.4266205
198,2,2.422755,7.1960235,9.4266205
198,3,6.0575686,7.1330676,9.4266205
199,1,2.422755,6.9732566,7.3114514
199,2,6.0575686,6.7919464,7.3114514
199,3,8.77807,6.9594445,7.3114514
200,1,6.0575686,7.2977304,2.422755
200,2,8.77807,7.097793,2.422755
200,3,7.3811197,7.0844135,2.422755
201,1,8.77807,7.4577327,6.0575686
201,2,7.3811197,7.27585,6.0575686
201,3,7.3209968,7.4746785,6.0575686
202,1,7.3811197,7.1703796,8.77807
202,2,7.3209968,7.2798724,8.77807
202,3,7.869026,7.218107,8.77807
203,1,7.3209968,7.3192477,7.3811197
203,2,7.869026,7.238148,7.3811197
203,3,7.3880267,7.270535,7.3811197
204,1,7.869026,7.278305,7.3209968
204,2,7.3880267,7.211089,7.3209968
204,3,5.0319986,7.2362866,7.3209968
205,1,7.3880267,7.265934,7.869026
205,2,5.0319986,7.238704,7.869026
205,3,6.8329043,7.2425237,7.869026
206,1,5.0319986,7.2932014,7.3880267
206,2,6.8329043,7.2434335,7.3880267
206,3,6.712947,7.255321,7.3880267
207,1,6.8329043,7.268826,5.0319986
207,2,6.712947,7.134382,5.0319986
207,3,7.542017,7.1729555,5.0319986
208,1,6.712947,7.300119,6.8329043
208,2,7.542017,7.232911,6.8329043
208,3,6.1814632,7.2897573,6.8329043
209,1,7.542017,7.314293,6.712947
209,2,6.1814632,7.2484202,6.712947
209,3,5.836874,7.294145,6.712947
210,1,6.1814632,7.2578588,7.542017
210,2,5.836874,7.2534666,7.542017
210,3,7.8296933,7.250829,7.542017
211,1,5.836874,7.305536,6.1814632
211,2,7.8296933,7.2129993,6.1814632
211,3,7.852212,7.2463536,6.1814632
212,1,7.8296933,7.288721,5.836874
212,2,7.852212,7.1867204,5.836874
212,3,7.756124,7.234387,5.836874
213,1,7.852212,7.226259,7.8296933
213,2,7.756124,7.2677875,7.8296933
213,3,10.232577,7.235727,7.8296933
214,1,7.756124,7.269281,7.852212
214,2,10.232577,7.2587385,7.852212
214,3,6.556177,7.2469826,7.852212
215,1,10.232577,7.286496,7.756124
215,2,6.556177,7.2475057,7.756124
