window,h,true,lstm,last_sinr
61,3,9.635776,7.334066,6.9407887
62,1,8.081932,7.4014378,4.898395
62,2,9.635776,7.238405,4.898395
62,3,7.8842783,7.23776,4.898395
63,1,9.635776,7.339945,8.081932
63,2,7.8842783,7.225742,8.081932
63,3,4.1600437,7.283735,8.081932
64,1,7.8842783,7.30941,9.635776
64,2,4.1600437,7.442067,9.635776
64,3,7.6180816,7.386974,9.635776
65,1,4.1600437,7.4277306,7.8842783
65,2,7.6180816,7.407061,7.8842783
65,3,8.185645,7.246235,7.8842783
66,1,7.6180816,7.363326,4.1600437
66,2,8.185645,7.2273107,4.1600437
66,3,7.8309665,7.251418,4.1600437
67,1,8.185645,7.3119965,7.6180816
67,2,7.8309665,7.2316217,7.6180816
67,3,7.174304,7.3847556,7.6180816
68,1,7.8309665,7.272433,8.185645
68,2,7.174304,7.410134,8.185645
68,3,5.1210203,7.391247,8.185645
69,1,7.174304,7.3698044,7.8309665
69,2,5.1210203,7.435663,7.8309665
69,3,7.253433,7.2892575,7.8309665
70,1,5.1210203,7.36536,7.174304
70,2,7.253433,7.2454786,7.174304
70,3,7.2701397,7.263262,7.174304
71,1,7.253433,7.355798,5.1210203
71,2,7.2701397,7.2606473,5.1210203
71,3,8.408089,7.353952,5.1210203
72,1,7.2701397,7.3056107,7.253433
72,2,8.408089,7.2750983,7.253433
72,3,-1.9378442,7.4083824,7.253433
73,1,8.408089,7.2867513,7.2701397
73,2,-1.9378442,7.3685384,7.2701397
73,3,8.545808,7.415162,7.2701397
74,1,-1.9378442,7.326749,8.408089
74,2,8.545808,7.4216056,8.408089
74,3,7.8702836,7.371488,8.408089
75,1,8.545808,7.618295,-1.9378442
75,2,7.8702836,7.4427385,-1.9378442
75,3,7.464988,7.051028,-1.9378442
76,1,7.8702836,7.5946465,8.545808
76,2,7.464988,6.8453407,8.545808
76,3,3.7827961,7.104858,8.545808
77,1,7.464988,7.1839695,7.8702836
77,2,3.7827961,7.068997,7.8702836
77,3,7.741993,7.152372,7.8702836
78,1,3.7827961,7.3036637,7.464988
78,2,7.741993,7.3083096,7.464988
78,3,5.827923,7.2816114,7.464988
79,1,7.741993,7.096083,3.7827961
79,2,5.827923,7.3300853,3.7827961
79,3,8.776787,7.54925,3.7827961
80,1,5.827923,7.295998,7.741993
80,2,8.776787,7.282597,7.741993
80,3,8.450462,7.406856,7.741993
81,1,8.776787,7.346674,5.827923
81,2,8.450462,7.36108,5.827923
81,3,1.637403,7.3578153,5.827923
82,1,8.450462,7.3467627,8.776787
82,2,1.637403,7.394129,8.776787
82,3,7.3017974,7.2825007,8.776787
83,1,1.637403,7.3592005,8.450462
83,2,7.3017974,7.3815722,8.450462
83,3,6.5368342,7.2718005,8.450462
84,1,7.3017974,7.5202985,1.637403
84,2,6.5368342,7.420385,1.637403
84,3,6.0026317,7.1628036,1.637403
85,1,6.5368342,7.471055,7.3017974
85,2,6.0026317,7.281401,7.3017974
85,3,8.6358595,7.30613,7.3017974
86,1,6.0026317,7.395796,6.5368342
86,2,8.6358595,7.4147463,6.5368342
86,3,9.04294,7.331725,6.5368342
87,1,8.6358595,7.365986,6.0026317
87,2,9.04294,7.3499475,6.0026317
87,3,4.324559,7.233579,6.0026317
88,1,9.04294,7.3639746,8.6358595
88,2,4.324559,7.277694,8.6358595
88,3,0.8908818,7.2911606,8.6358595
89,1,4.324559,7.321632,9.04294
89,2,0.8908818,7.4336414,9.04294
89,3,6.4489293,7.38561,9.04294
90,1,0.8908818,7.491147,4.324559
90,2,6.4489293,7.373509,4.324559
90,3,6.3062506,7.1891026,4.324559
91,1,6.4489293,7.536148,0.8908818
91,2,6.3062506,7.431768,0.8908818
91,3,8.916717,7.2525144,0.8908818
92,1,6.3062506,7.807931,6.4489293
92,2,8.916717,7.694939,6.4489293
92,3,7.6686406,7.758715,6.4489293
93,1,8.916717,7.4992137,6.3062506
93,2,7.6686406,7.351648,6.3062506
93,3,8.620012,7.212913,6.3062506
94,1,7.6686406,7.263353,8.916717
94,2,8.620012,7.272268,8.916717
94,3,9.087447,7.333283,8.916717
95,1,8.620012,7.4763994,7.6686406
95,2,9.087447,7.3447633,7.6686406
95,3,5.410734,7.18096,7.6686406
96,1,9.087447,7.416421,8.620012
96,2,5.410734,7.3623915,8.620012
96,3,7.0920253,7.2592955,8.620012
97,1,5.410734,7.3542485,9.087447
97,2,7.0920253,7.2855906,9.087447
97,3,6.165943,7.2986765,9.087447
98,1,7.0920253,7.3229375,5.410734
98,2,6.165943,7.251234,5.410734
98,3,5.3461514,7.350318,5.410734
99,1,6.165943,7.3363667,7.0920253
99,2,5.3461514,7.2311645,7.0920253
99,3,5.7836113,7.3531165,7.0920253
100,1,5.3461514,7.31395,6.165943
100,2,5.7836113,7.2569838,6.165943
100,3,8.346408,7.4170628,6.165943
101,1,5.7836113,7.334857,5.3461514
101,2,8.346408,7.3314996,5.3461514
101,3,7.9556828,7.412331,5.3461514
102,1,8.346408,7.3376236,5.7836113
102,2,7.9556828,7.308256,5.7836113
102,3,4.9001007,7.3849573,5.7836113
103,1,7.9556828,7.277358,8.346408
103,2,4.9001007,7.4006815,8.346408
103,3,8.128291,7.4326115,8.346408
104,1,4.9001007,7.4098234,7.9556828
104,2,8.128291,7.4227934,7.9556828
104,3,6.635829,7.292329,7.9556828
105,1,8.128291,7.4560227,4.9001007
105,2,6.635829,7.263334,4.9001007
105,3,9.4135895,7.1988745,4.9001007
106,1,6.635829,7.3460145,8.128291
106,2,9.4135895,7.2655373,8.128291
106,3,8.023031,7.3194222,8.128291
107,1,9.4135895,7.300937,6.635829
107,2,8.023031,7.3309584,6.635829
107,3,8.457768,7.3953123,6.635829
108,1,8.023031,7.326475,9.4135895
108,2,8.457768,7.43413,9.4135895
108,3,10.096968,7.339835,9.4135895
109,1,8.457768,7.3713717,8.023031
109,2,10.096968,7.328457,8.023031
109,3,9.406612,7.2581286,8.023031
110,1,10.096968,7.35443,8.457768
110,2,9.406612,7.325407,8.457768
110,3,7.722819,7.3123846,8.457768
111,1,9.406612,7.342929,10.096968
111,2,7.722819,7.2710705,10.096968
111,3,7.486125,7.3025513,10.096968
112,1,7.722819,7.3157363,9.406612
112,2,7.486125,7.304886,9.406612
112,3,7.3103976,7.342181,9.406612
113,1,7.486125,7.347995,7.722819
113,2,7.3103976,7.2434845,7.722819
113,3,5.0060854,7.3083453,7.722819
114,1,7.3103976,7.305421,7.486125
114,2,5.0060854,7.194827,7.486125
114,3,8.981854,7.3574343,7.486125
115,1,5.0060854,7.2789564,7.3103976
115,2,8.981854,7.2334437,7.3103976
115,3,7.901076,7.404624,7.3103976
116,1,8.981854,7.3137364,5.0060854
116,2,7.901076,7.2566576,5.0060854
116,3,6.181252,7.406346,5.0060854
117,1,7.901076,7.2910523,8.981854
117,2,6.181252,7.347657,8.981854
117,3,8.729381,7.3964643,8.981854
118,1,6.181252,7.3341856,7.901076
118,2,8.729381,7.4274116,7.901076
118,3,7.043812,7.3453555,7.901076
119,1,8.729381,7.427704,6.181252
119,2,7.043812,7.327721,6.181252
119,3,9.368897,7.2286453,6.181252
120,1,7.043812,7.3092604,8.729381
120,2,9.368897,7.268683,8.729381
120,3,6.730286,7.337202,8.729381
121,1,9.368897,7.299169,7.043812
121,2,6.730286,7.315001,7.043812
121,3,7.366226,7.387788,7.043812
122,1,6.730286,7.3388076,9.368897
122,2,7.366226,7.3818035,9.368897
122,3,6.3217106,7.3375797,9.368897
123,1,7.366226,7.363746,6.730286
123,2,6.3217106,7.277605,6.730286
123,3,6.3760147,7.2863936,6.730286
124,1,6.3217106,7.3157454,7.366226
124,2,6.3760147,7.269484,7.366226
124,3,8.118594,7.3649106,7.366226
125,1,6.3760147,7.330684,6.3217106
125,2,8.118594,7.246692,6.3217106
125,3,6.1242495,7.3632913,6.3217106
126,1,8.118594,7.298557,6.3760147
126,2,6.1242495,7.300249,6.3760147
126,3,5.934799,7.4187617,6.3760147
127,1,6.1242495,7.3014393,8.118594
127,2,5.934799,7.373524,8.118594
127,3,4.9867578,7.4059577,8.118594
128,1,5.934799,7.342887,6.1242495
128,2,4.9867578,7.407751,6.1242495
128,3,8.678409,7.372118,6.1242495
129,1,4.9867578,7.4040265,5.934799
129,2,8.678409,7.3491373,5.934799
129,3,8.425645,7.3009763,5.934799
130,1,8.678409,7.377235,4.9867578
130,2,8.425645,7.2887907,4.9867578
130,3,8.210738,7.377522,4.9867578
131,1,8.425645,7.275622,8.678409
131,2,8.210738,7.4126334,8.678409
131,3,6.762627,7.4097214,8.678409
132,1,8.210738,7.448396,8.425645
132,2,6.762627,7.4330907,8.425645
132,3,9.145065,7.2551727,8.425645
133,1,6.762627,7.4208555,8.210738
133,2,9.145065,7.272279,8.210738
133,3,5.1721325,7.1997905,8.210738
134,1,9.145065,7.3419046,6.762627
134,2,5.1721325,7.2272625,6.762627
134,3,6.647119,7.2939014,6.762627
135,1,5.1721325,7.2989116,9.145065
135,2,6.647119,7.2689548,9.145065
135,3,8.0387,7.37705,9.145065
136,1,6.647119,7.3284173,5.1721325
136,2,8.0387,7.2684274,5.1721325
136,3,7.5790157,7.3594265,5.1721325
137,1,8.0387,7.3429904,6.647119
137,2,7.5790157,7.2771535,6.647119
137,3,7.361959,7.367243,6.647119
138,1,7.5790157,7.300936,8.0387
138,2,7.361959,7.349998,8.0387
138,3,7.657697,7.369904,8.0387
139,1,7.361959,7.3225822,7.5790157
139,2,7.657697,7.4498105,7.5790157
139,3,5.8617516,7.3528156,7.5790157
140,1,7.657697,7.4124575,7.361959
140,2,5.8617516,7.306384,7.361959
140,3,7.0707045,7.2449007,7.361959
141,1,5.8617516,7.3561263,7.657697
141,2,7.0707045,7.315827,7.657697
141,3,7.121674,7.336113,7.657697
142,1,7.0707045,7.3350887,5.8617516
142,2,7.121674,7.29164,5.8617516
142,3,7.8926296,7.373965,5.8617516
143,1,7.121674,7.328063,7.0707045
143,2,7.8926296,7.305568,7.0707045
143,3,7.7423587,7.386258,7.0707045
144,1,7.8926296,7.3046136,7.121674
144,2,7.7423587,7.342545,7.121674
144,3,6.95175,7.406085,7.121674
145,1,7.7423587,7.306483,7.8926296
145,2,6.95175,7.399854,7.8926296
145,3,8.36185,7.4040484,7.8926296
146,1,6.95175,7.3621917,7.7423587
146,2,8.36185,7.3915987,7.7423587
146,3,4.743676,7.3350253,7.7423587
147,1,8.36185,7.364017,6.95175
147,2,4.743676,7.3601875,6.95175
147,3,7.7873693,7.340151,6.95175
148,1,4.743676,7.341406,8.36185
148,2,7.7873693,7.3216605,8.36185
148,3,5.3426237,7.3533936,8.36185
149,1,7.7873693,7.357477,4.743676
149,2,5.3426237,7.2982416,4.743676
149,3,9.475699,7.3510995,4.743676
150,1,5.3426237,7.3252273,7.7873693
150,2,9.475699,7.3109713,7.7873693
150,3,8.434783,7.3759766,7.7873693
151,1,9.475699,7.362546,5.3426237
151,2,8.434783,7.32339,5.3426237
151,3,6.6985283,7.359733,5.3426237
152,1,8.434783,7.30084,9.475699
152,2,6.6985283,7.466085,9.475699
152,3,4.603278,7.342945,9.475699
153,1,6.6985283,7.3949013,8.434783
153,2,4.603278,7.3764377,8.434783
153,3,8.726952,7.210213,8.434783
154,1,4.603278,7.401418,6.6985283
154,2,8.726952,7.3393445,6.6985283
154,3,8.805511,7.24235,6.6985283
155,1,8.726952,7.3366604,4.603278
155,2,8.805511,7.2146907,4.603278
155,3,7.341608,7.347296,4.603278
156,1,8.805511,7.257785,8.726952
156,2,7.341608,7.326117,8.726952
156,3,8.753367,7.403084,8.726952
157,1,7.341608,7.3209796,8.805511
157,2,8.753367,7.453427,8.805511
157,3,6.566896,7.333191,8.805511
158,1,8.753367,7.431915,7.341608
158,2,6.566896,7.313651,7.341608
158,3,10.0814705,7.199222,7.341608
159,1,6.566896,7.335171,8.753367
159,2,10.0814705,7.233878,8.753367
159,3,9.076409,7.2974267,8.753367
160,1,10.0814705,7.3064885,6.566896
160,2,9.076409,7.2408433,6.566896
160,3,8.939974,7.374645,6.566896
161,1,9.076409,7.297152,10.0814705
161,2,8.939974,7.3265653,10.0814705
161,3,7.4016438,7.3703403,10.0814705
162,1,8.939974,7.3410687,9.076409
162,2,7.4016438,7.3286586,9.076409
162,3,5.520136,7.313324,9.076409
163,1,7.4016438,7.3465247,8.939974
163,2,5.520136,7.319179,8.939974
163,3,8.868546,7.3017206,8.939974
164,1,5.520136,7.325428,7.4016438
164,2,8.868546,7.2143655,7.4016438
164,3,7.2392836,7.3144183,7.4016438
165,1,8.868546,7.2870355,5.520136
165,2,7.2392836,7.2061234,5.520136
165,3,8.540664,7.4007206,5.520136
166,1,7.2392836,7.2729588,8.868546
166,2,8.540664,7.2716784,8.868546
166,3,4.4268336,7.401496,8.868546
167,1,8.540664,7.3001523,7.2392836
167,2,4.4268336,7.371071,7.2392836
167,3,8.488416,7.3747787,7.2392836
168,1,4.4268336,7.38415,8.540664
168,2,8.488416,7.377771,8.540664
168,3,8.020643,7.2828236,8.540664
169,1,8.488416,7.3500757,4.4268336
169,2,8.020643,7.2323937,4.4268336
169,3,7.6218038,7.3052807,4.4268336
170,1,8.020643,7.27919,8.488416
170,2,7.6218038,7.3021994,8.488416
170,3,8.929766,7.397557,8.488416
171,1,7.6218038,7.3062835,8.020643
171,2,8.929766,7.3935084,8.020643
171,3,6.998635,7.3557196,8.020643
172,1,8.929766,7.3652086,7.6218038
172,2,6.998635,7.4338303,7.6218038
172,3,7.9232116,7.292331,7.6218038
173,1,6.998635,7.343982,8.929766
173,2,7.9232116,7.2671995,8.929766
173,3,8.856124,7.296757,8.929766
174,1,7.9232116,7.3241053,6.998635
174,2,8.856124,7.278725,6.998635
174,3,7.2139645,7.3580575,6.998635
175,1,8.856124,7.337478,7.9232116
175,2,7.2139645,7.2754207,7.9232116
175,3,8.9299135,7.3453526,7.9232116
176,1,7.2139645,7.3190913,8.856124
176,2,8.9299135,7.288937,8.856124
176,3,7.016377,7.357102,8.856124
177,1,8.9299135,7.322053,7.2139645
177,2,7.016377,7.3322396,7.2139645
177,3,9.693118,7.3616214,7.2139645
178,1,7.016377,7.3671813,8.9299135
178,2,9.693118,7.3046784,8.9299135
178,3,3.276025,7.305689,8.9299135
179,1,9.693118,7.32609,7.016377
179,2,3.276025,7.2566705,7.016377
179,3,7.306158,7.350895,7.016377
180,1,3.276025,7.305342,9.693118
180,2,7.306158,7.320572,9.693118
180,3,7.0662446,7.364889,9.693118
181,1,7.306158,7.3900623,3.276025
181,2,7.0662446,7.2753277,3.276025
181,3,8.442441,7.291858,3.276025
182,1,7.0662446,7.3446903,7.306158
182,2,8.442441,7.2752695,7.306158
182,3,9.683956,7.415204,7.306158
183,1,8.442441,7.3300476,7.0662446
183,2,9.683956,7.4015894,7.0662446
183,3,8.863918,7.3509645,7.0662446
184,1,9.683956,7.3333087,8.442441
184,2,8.863918,7.5150194,8.442441
184,3,5.986304,7.32824,8.442441
185,1,8.863918,7.3730383,9.683956
185,2,5.986304,7.2896214,9.683956
185,3,6.3694043,7.2610116,9.683956
186,1,5.986304,7.3729267,8.863918
186,2,6.3694043,7.3846765,8.863918
186,3,1.877527,7.3066654,8.863918
187,1,6.3694043,7.374554,5.986304
187,2,1.877527,7.264189,5.986304
187,3,8.915708,7.285261,5.986304
188,1,1.877527,7.3142967,6.3694043
188,2,8.915708,7.2010717,6.3694043
188,3,7.516639,7.3776107,6.3694043
189,1,8.915708,7.5483007,1.877527
189,2,7.516639,7.4066534,1.877527
189,3,5.433894,7.4776506,1.877527
190,1,7.516639,7.3565044,8.915708
190,2,5.433894,7.2015414,8.915708
190,3,7.3266816,7.0852532,8.915708
191,1,5.433894,7.346599,7.516639
191,2,7.3266816,6.869148,7.516639
191,3,7.4506645,7.159971,7.516639
192,1,7.3266816,6.9765286,5.433894
192,2,7.4506645,7.2471137,5.433894
192,3,8.210461,7.634345,5.433894
193,1,7.4506645,7.188637,7.3266816
193,2,8.210461,7.4081,7.3266816
193,3,6.228024,7.497481,7.3266816
194,1,8.210461,7.2788754,7.4506645
194,2,6.228024,7.3412395,7.4506645
194,3,-1.0106629,7.416886,7.4506645
195,1,6.228024,7.3216386,8.210461
195,2,-1.0106629,7.4164734,8.210461
195,3,9.4266205,7.382326,8.210461
196,1,-1.0106629,7.402998,6.228024
196,2,9.4266205,7.3355236,6.228024
196,3,7.3114514,7.2763553,6.228024
197,1,9.4266205,7.5432854,-1.0106629
197,2,7.3114514,7.4936924,-1.0106629
197,3,2.422755,7.176301,-1.0106629
198,1,7.3114514,7.5235505,9.4266205
198,2,2.422755,6.7989426,9.4266205
198,3,6.0575686,6.9722524,9.4266205
199,1,2.422755,6.7888227,7.3114514
199,2,6.0575686,6.9380703,7.3114514
199,3,8.77807,7.389104,7.3114514
200,1,6.0575686,6.9042006,2.422755
200,2,8.77807,7.2549543,2.422755
200,3,7.3811197,7.696268,2.422755
201,1,8.77807,7.1365294,6.0575686
201,2,7.3811197,7.452215,6.0575686
201,3,7.3209968,7.5752115,6.0575686
202,1,7.3811197,7.3313875,8.77807
202,2,7.3209968,7.430138,8.77807
202,3,7.869026,7.1448336,8.77807
203,1,7.3209968,7.4039736,7.3811197
203,2,7.869026,7.1797633,7.3811197
203,3,7.3880267,7.065638,7.3811197
204,1,7.869026,7.1844926,7.3209968
204,2,7.3880267,7.092415,7.3209968
204,3,5.0319986,7.27913,7.3209968
205,1,7.3880267,7.3447027,7.869026
205,2,5.0319986,7.2706633,7.869026
205,3,6.8329043,7.323541,7.869026
206,1,5.0319986,7.3058715,7.3880267
206,2,6.8329043,7.314625,7.3880267
206,3,6.712947,7.3917274,7.3880267
207,1,6.8329043,7.374124,5.0319986
207,2,6.712947,7.3177624,5.0319986
207,3,7.542017,7.337894,5.0319986
208,1,6.712947,7.3349624,6.8329043
208,2,7.542017,7.2808456,6.8329043
208,3,6.1814632,7.3865695,6.8329043
209,1,7.542017,7.2933874,6.712947
209,2,6.1814632,7.3367414,6.712947
209,3,5.836874,7.420234,6.712947
210,1,6.1814632,7.3085146,7.542017
210,2,5.836874,7.4055643,7.542017
210,3,7.8296933,7.397043,7.542017
211,1,5.836874,7.3821263,6.1814632
211,2,7.8296933,7.341786,6.1814632
211,3,7.852212,7.2990384,6.1814632
212,1,7.8296933,7.3571854,5.836874
212,2,7.852212,7.350952,5.836874
212,3,7.756124,7.362267,5.836874
213,1,7.852212,7.2986617,7.8296933
213,2,7.756124,7.35589,7.8296933
213,3,10.232577,7.4085464,7.8296933
214,1,7.756124,7.307629,7.852212
214,2,10.232577,7.4170513,7.852212
214,3,6.556177,7.4031744,7.852212
215,1,10.232577,7.393008,7.756124
215,2,6.556177,7.39276,7.756124
215,3,6.5378366,7.299131,7.756124
216,1,6.556177,7.3687043,10.232577
216,2,6.5378366,7.351784,10.232577
216,3,8.6339,7.2953973,10.232577
217,1,6.5378366,7.36477,6.556177
217,2,8.6339,7.3103504,6.556177
217,3,8.045665,7.3038287,6.556177
218,1,8.6339,7.3504076,6.5378366
218,2,8.045665,7.242577,6.5378366
218,3,4.403448,7.3224673,6.5378366
219,1,8.045665,7.2897606,8.6339
219,2,4.403448,7.271449,8.6339
219,3,9.183163,7.376716,8.6339
220,1,4.403448,7.302734,8.045665
220,2,9.183163,7.430982,8.045665
220,3,6.921706,7.373702,8.045665
221,1,9.183163,7.4556665,4.403448
221,2,6.921706,7.3666234,4.403448
221,3,6.7897744,7.230124,4.403448
222,1,6.921706,7.3265243,9.183163
222,2,6.7897744,7.290289,9.183163
222,3,9.238175,7.325515,9.183163
223,1,6.7897744,7.304133,6.921706
223,2,9.238175,7.366274,6.921706
223,3,8.606221,7.351166,6.921706
224,1,9.238175,7.3654737,6.7897744
224,2,8.606221,7.314401,6.7897744
224,3,7.7499366,7.265331,6.7897744
225,1,8.606221,7.2764316,9.238175
225,2,7.7499366,7.4142256,9.238175
225,3,6.667223,7.382579,9.238175
226,1,7.7499366,7.3089237,8.606221
226,2,6.667223,7.3981423,8.606221
226,3,7.6541915,7.3657894,8.606221
227,1,6.667223,7.406965,7.7499366
227,2,7.6541915,7.3552384,7.7499366
227,3,7.6900287,7.2690206,7.7499366
228,1,7.6541915,7.343448,6.667223
228,2,7.6900287,7.2306995,6.667223
