h,method,sinr_mae,sinr_mse,corr,pred_std,true_std,pred_mean,true_mean
1,Last SINR,1.7812272310256958,5.786881446838379,-0.019963061437010765,1.6839150190353394,1.6846511363983154,7.142783164978027,7.141488552093506
2,Last SINR,1.7885208129882812,5.862875938415527,-0.03391319140791893,1.6839150190353394,1.6837432384490967,7.142783164978027,7.140052795410156
3,Last SINR,1.7864938974380493,5.4560112953186035,0.037937138229608536,1.6839150190353394,1.683919072151184,7.142783164978027,7.140311241149902
1,History Mean,1.3697212934494019,3.3394622802734375,0.0178289283066988,0.7387704849243164,1.6846511363983154,7.144342422485352,7.141488552093506
2,History Mean,1.3807752132415771,3.3513991832733154,0.011813863180577755,0.7387704849243164,1.6837432384490967,7.144342422485352,7.140052795410156
3,History Mean,1.358681321144104,3.2796993255615234,0.04086695984005928,0.7387704849243164,1.683919072151184,7.144342422485352,7.140311241149902
1,Train Mean,1.2434476613998413,2.8389716148376465,,0.0,1.6846511363983154,7.111152172088623,7.141488552093506
2,Train Mean,1.2420117855072021,2.8358283042907715,,0.0,1.6837432384490967,7.111152172088623,7.140052795410156
3,Train Mean,1.2422701120376587,2.836435079574585,,0.0,1.683919072151184,7.111152172088623,7.140311241149902
1,LSTM,1.2163505554199219,2.8784070014953613,0.041668109595775604,0.10361546277999878,1.6846511363983154,7.351655960083008,7.141488552093506
2,LSTM,1.2160124778747559,2.874159097671509,0.016230681911110878,0.10408028960227966,1.6837432384490967,7.324498653411865,7.140052795410156
3,LSTM,1.2176815271377563,2.8951575756073,-0.03236107528209686,0.09781741350889206,1.683919072151184,7.338666915893555,7.140311241149902
